timestamp,open,high,low,close,volume,symbol,timeframe
2025-08-30 04:00:00,108436.21,108500.62,108372.95,108469.82,397.64712,BTC/USDT,15m
2025-08-30 04:15:00,108469.81,108697.28,108469.81,108639.19,509.15573,BTC/USDT,15m
2025-08-30 04:30:00,108639.18,108643.93,108476.21,108507.99,403.06468,BTC/USDT,15m
2025-08-30 04:45:00,108508.0,108535.34,108417.65,108435.59,143.65458,BTC/USDT,15m
2025-08-30 05:00:00,108435.58,108480.71,108248.05,108248.06,197.97606,BTC/USDT,15m
2025-08-30 05:15:00,108248.05,108315.86,108213.63,108216.85,92.28041,BTC/USDT,15m
2025-08-30 05:30:00,108216.84,108443.84,108129.3,108373.53,171.13574,BTC/USDT,15m
2025-08-30 05:45:00,108373.53,108430.67,108291.36,108347.2,108.28042,BTC/USDT,15m
2025-08-30 06:00:00,108347.2,108554.73,108318.34,108331.51,92.68517,BTC/USDT,15m
2025-08-30 06:15:00,108331.51,108409.28,108257.4,108264.36,83.6649,BTC/USDT,15m
2025-08-30 06:30:00,108264.36,108324.27,108242.14,108275.14,56.57115,BTC/USDT,15m
2025-08-30 06:45:00,108275.14,108320.0,108209.35,108320.0,101.73523,BTC/USDT,15m
2025-08-30 07:00:00,108320.0,108378.98,108120.0,108263.33,137.99441,BTC/USDT,15m
2025-08-30 07:15:00,108263.33,108274.22,108200.0,108274.22,151.33586,BTC/USDT,15m
2025-08-30 07:30:00,108274.22,108493.7,108274.21,108492.8,179.62936,BTC/USDT,15m
2025-08-30 07:45:00,108492.8,108524.26,108470.52,108524.26,225.51441,BTC/USDT,15m
2025-08-30 08:00:00,108524.26,108680.0,108488.0,108641.99,117.27321,BTC/USDT,15m
2025-08-30 08:15:00,108642.0,108777.43,108615.32,108727.25,68.73747,BTC/USDT,15m
2025-08-30 08:30:00,108727.25,108727.26,108574.77,108604.22,48.32802,BTC/USDT,15m
2025-08-30 08:45:00,108604.22,108604.22,108533.57,108568.0,53.08577,BTC/USDT,15m
2025-08-30 09:00:00,108568.0,108604.82,108503.9,108503.9,68.98645,BTC/USDT,15m
2025-08-30 09:15:00,108503.91,108587.09,108499.99,108533.9,49.35762,BTC/USDT,15m
2025-08-30 09:30:00,108533.9,108533.9,108470.84,108480.01,88.9108,BTC/USDT,15m
2025-08-30 09:45:00,108480.01,108592.55,108470.84,108517.63,82.77153,BTC/USDT,15m
2025-08-30 10:00:00,108517.63,108627.41,108486.0,108592.67,164.77912,BTC/USDT,15m
2025-08-30 10:15:00,108592.67,108690.49,108592.66,108690.49,80.15562,BTC/USDT,15m
2025-08-30 10:30:00,108690.48,108690.49,108488.7,108488.71,82.59576,BTC/USDT,15m
2025-08-30 10:45:00,108488.71,108488.71,108400.0,108425.99,100.2291,BTC/USDT,15m
2025-08-30 11:00:00,108425.98,108540.0,108422.36,108526.65,95.53022,BTC/USDT,15m
2025-08-30 11:15:00,108526.65,108540.73,108463.19,108540.73,66.60468,BTC/USDT,15m
2025-08-30 11:30:00,108540.72,108584.0,108508.05,108584.0,109.97014,BTC/USDT,15m
2025-08-30 11:45:00,108584.0,108714.35,108583.99,108680.01,139.63839,BTC/USDT,15m
2025-08-30 12:00:00,108680.01,108680.01,108458.71,108567.52,93.23967,BTC/USDT,15m
2025-08-30 12:15:00,108567.53,108567.53,108474.23,108502.94,57.99515,BTC/USDT,15m
2025-08-30 12:30:00,108502.95,108523.15,108333.0,108443.06,121.32234,BTC/USDT,15m
2025-08-30 12:45:00,108443.06,108614.86,108443.06,108614.86,83.95917,BTC/USDT,15m
2025-08-30 13:00:00,108614.85,108614.86,108212.16,108275.14,142.04822,BTC/USDT,15m
2025-08-30 13:15:00,108275.13,108418.41,108190.52,108418.4,170.46461,BTC/USDT,15m
2025-08-30 13:30:00,108418.41,108520.1,108405.85,108405.85,96.91285,BTC/USDT,15m
2025-08-30 13:45:00,108405.86,108531.14,108350.0,108531.14,143.36095,BTC/USDT,15m
2025-08-30 14:00:00,108531.14,108531.14,108443.8,108473.69,39.13943,BTC/USDT,15m
2025-08-30 14:15:00,108473.68,108550.0,108408.84,108549.99,46.41918,BTC/USDT,15m
2025-08-30 14:30:00,108550.0,108654.31,108531.13,108622.89,110.16163,BTC/USDT,15m
2025-08-30 14:45:00,108622.9,108740.16,108622.89,108661.99,89.3455,BTC/USDT,15m
2025-08-30 15:00:00,108662.0,108662.0,108551.08,108593.98,43.79719,BTC/USDT,15m
2025-08-30 15:15:00,108593.99,108865.49,108593.99,108773.99,115.20533,BTC/USDT,15m
2025-08-30 15:30:00,108773.99,108926.15,108647.1,108925.79,126.54866,BTC/USDT,15m
2025-08-30 15:45:00,108925.79,108925.79,108846.22,108879.45,32.54666,BTC/USDT,15m
